,coin,price,24h_volume,mkt_cap,circulating_supply,mkt_cap_ratio,volatility_score
57,204,0.712336,26950213.0,1313442555.625,1843852557.8168168,0.020518760325361755,0.003785938897200182
58,485,0.021895790224,93.89,1313442555.625,59986076875.42303,7.148390281546997e-08,0.0005773502691896258
59,166,5.43,57457444.0,1313442555.625,241886290.17034993,0.04374568476857288,0.042253205006642196
60,422,0.162482,16105407.0,1313442555.625,8083618835.471006,0.01226198049623591,0.029263173671584833
61,6,17.790167875,97440846.0,1313442555.625,73829688.67150164,0.07418736783173048,0.04603259714593562
62,476,17.790167875,97440846.0,1313442555.625,73829688.67150164,0.07418736783173048,0.02929732638541158
63,256,17.790167875,92847731.0,1313442555.625,73829688.67150164,0.07069036297199806,0.05021288015373484
64,216,17.790167875,11491328.0,1313442555.625,73829688.67150164,0.008749014527347842,0.05828664798505172
65,175,0.227781,97440846.0,1313442555.625,5766251599.672492,0.07418736783173048,0.010503967504392487
66,66,1.812224e-06,87836205.0,1313442555.625,724768326445847.8,0.06687479754925654,0.01001665280087783
67,31,17.790167875,50636342.0,1313442555.625,73829688.67150164,0.038552384177856,0.043085186936270024
68,196,17.790167875,190002.0,1313442555.625,73829688.67150164,0.00014465954311156592,0.02150193789716019
69,311,5.57,97440846.0,1313442555.625,235806562.94883302,0.07418736783173048,0.05029247790011279
70,338,17.790167875,23727064.0,1313442555.625,73829688.67150164,0.01806479004230947,0.007637626158259732
71,185,0.127445,75144435.0,1313442555.625,10305955946.682882,0.0572118168991735,0.019467922333931784
72,494,7.9294818e-05,37446216.0,1313442555.625,16564040233057.852,0.028509976199287426,0.0800020833062073
73,71,17.790167875,97440846.0,1313442555.625,73829688.67150164,0.07418736783173048,0.019078784028338912
74,279,17.790167875,97440846.0,1313442555.625,73829688.67150164,0.07418736783173048,0.02490649179096349
75,435,1.0,97440846.0,1313442555.625,1313442555.625,0.07418736783173048,0.0005773502691896258
76,197,8.98,32112940.0,1313442555.625,146263090.82683742,0.024449443839376056,0.019924858845171277
77,231,17.790167875,8578734.0,1313442555.625,73829688.67150164,0.0065314877786321005,0.005507570547286105
78,86,3.18,3927635.0,1313442555.625,413032250.19654083,0.0029903363365069587,0.04619884558442271
79,389,1.26,44370134.0,1313442555.625,1042414726.6865079,0.03378155657434636,0.07631513611335557
80,195,0.044270474958,1852838.0,1309127902.0,29571128460.717606,0.0014153223662633386,0.12698162596743395
81,144,1.4,97440846.0,1300650179.0,929035842.1428572,0.07491702809353168,0.017435595774162697
82,56,0.822605,97440846.0,1223583998.0,1487450231.885291,0.07963560013801357,0.06909655080634143
83,280,2.19,4583402.0,1222563065.0,558247974.8858447,0.003749010690094748,0.044034077712608
84,22,0.025036137658,8084731.0,1198878147.0,47885906499.516014,0.006743580254782974,0.0077674534651540434
85,346,0.121859,215995.0,1198319388.0,9833655191.655931,0.0001802482728419312,0.0338673884437522
86,232,17.790167875,65896976.0,1132594631.0,63664077.762391545,0.058182313597776536,0.008144527815247077
87,84,2.52,46620149.0,1074226736.0,426280450.7936508,0.043398797886557164,0.061370459777757354
88,219,6.23,58659719.0,1061714057.0,170419591.81380415,0.05525001634220616,0.011239810200058244
89,91,0.198241,97440846.0,1049331415.0,5293210864.55375,0.09285993405620092,0.0030550504633038928
90,118,17.790167875,97440846.0,1035525179.0,58207723.85488239,0.09409799778514126,0.012529964086141666
91,169,17.790167875,4834916.0,1031430071.0,57977534.458763495,0.004687584874573625,0.009814954576223637
92,312,0.999025,57639449.0,994783973.0,995754833.963114,0.05794167433777102,0.0015275252316519466
93,65,1.12,54570658.0,993438990.0,886999098.2142856,0.05493106124212016,0.008621678104251707
94,176,6.52,7695401.0,979761512.0,150270170.55214724,0.0078543613989197,0.0180092568789868
95,104,17.790167875,45253981.0,979304335.0,55047503.872978486,0.046210334604512904,0.05885858759206963
96,406,4.24,63349615.0,903998693.0,213207238.91509432,0.07007710906059905,0.02064784088793144
97,473,17.790167875,1464061.0,893636559.0,50232047.5713892,0.0016383181565874142,0.11115904521600262
98,247,0.710702,97440846.0,881663508.0,1240553013.7807407,0.11051931390586714,0.03789898855290644
99,278,0.098240605826,20866042.0,879585159.0,8953376779.433624,0.023722594437271538,0.011372481406154652
100,24,3.1,97440846.0,807556039.0,260501948.06451613,0.12066140465082945,0.13086379687802618
101,295,0.227889,65843862.0,794382929.0,3485832703.6408076,0.08288680382757822,0.022678918257565406
102,111,2.02,97440846.0,791197822.0,391682090.0990099,0.1231561100025374,0.017435595774162694
103,126,17.790167875,25032753.0,787162797.0,44247069.64717161,0.031801239966375086,0.03869539162915053
104,489,0.021768404499,8111.5,775425368.0,35621598635.56475,1.0460710127296221e-05,0.0
105,372,4.61,19871872.0,763750478.0,165672554.88069412,0.02601880139183363,0.009504384952922168
106,236,17.790167875,1207902.0,759436472.0,42688550.065185934,0.0015905240853378451,0.00916515138991168
107,270,1.81,70360743.0,756143474.0,417758825.41436464,0.09305210640487523,0.04743767841424508
108,192,0.00414796568,63199499.0,734353201.0,177039362823.27197,0.08606144688133524,0.0005773502691895682
109,99,17.790167875,40756551.0,726097698.0,40814550.09878595,0.05613094644462018,0.01345362404707371
110,212,0.076638517501,91722669.0,717099434.0,9356906388.365917,0.12790788090344526,0.056199051000291204
111,72,7.89,2193655.0,698922310.0,88583309.25221801,0.0031386249496027675,0.0208806130178211
112,288,1.0,15319422.0,687954763.0,687954763.0,0.02226806590188547,0.003999999999999951
113,505,17.790167875,81875140.0,678377900.0,38132180.91962496,0.12069252256006571,0.017897858344878344
114,289,17.790167875,1909.73,633750394.0,35623632.02264048,3.0133787972051343e-06,0.02042057785666214
115,469,0.050635431946,9930593.0,616292915.0,12171179178.588694,0.016113430413198893,0.06372074492136234
116,1,1.5,97440846.0,616145134.0,410763422.6666667,0.15814593124742587,0.06650563885867115
117,457,0.274089,26837225.0,615219740.0,2244598433.3555884,0.043622177987981986,0.011846237095944574
118,381,0.016547553043,97440846.0,614525601.0,37136947040.03132,0.15856271218227083,0.05456189146281496
119,337,5.95,79032386.0,612948390.0,103016536.13445377,0.12893807584680989,0.006506407098647713
120,308,17.790167875,30748651.0,611668819.0,34382408.49090357,0.05027009722396852,0.03638681079732047
121,402,3.12,97440846.0,603245561.0,193347936.2179487,0.16152766352473832,0.023713568549109845
122,499,17.790167875,14829115.0,602582895.0,33871681.21368837,0.024609253138524616,0.016041612554021287
123,244,17.790167875,11291907.0,589774119.0,33151689.356950488,0.019146155513141465,0.0037859388972001817
124,25,0.072181812557,40789205.0,587511707.0,8139331587.663556,0.06942705058301077,0.04833563212924119
125,54,2.29,26117403.0,583581643.0,254839145.41484717,0.04475364040880223,0.02281081614790083
126,321,0.699085,974551.0,580439408.0,830284454.6800461,0.0016789883432587335,0.038
127,259,17.790167875,18662090.0,578275391.0,32505336.378114417,0.032271976795913836,0.014640127503998544
128,294,4.11,97440846.0,574825195.0,139860144.76885644,0.1695138745614656,0.03669241520169166
129,478,0.041008132304,37965285.0,571307984.0,13931577760.352516,0.06645327225113662,0.008386497083606082
130,367,0.001028389235,406894.0,566255393.0,550623609940.8412,0.000718569756738723,0.06321392251711644
131,356,2.43,23720000.0,560228533.0,230546721.39917693,0.0423398641853895,0.0353600527903075
132,162,1.0,10254055.0,557210659.0,557210659.0,0.018402474601621,0.0015275252316519468
133,179,17.790167875,2883611.0,553256284.0,31098991.75136367,0.005212070939622622,0.015143755588800732
134,201,0.753601,45059623.0,549632622.0,729341683.4637959,0.08198134753362583,0.08736322643614601
135,351,0.051804162049,19390191.0,538520749.0,10395318208.035667,0.03600639536360743,0.018083141320025125
136,203,0.022568760363,35343794.0,517770891.0,22941928695.77593,0.06826145427321831,0.007211102550927979
137,70,17.790167875,9146317.0,517358240.0,29081133.10875657,0.017678885330984582,0.007211102550927966
138,221,3.16,22753924.0,504959645.0,159797356.0126582,0.045060876102287345,0.0066583281184793945
139,438,7.74,46067620.0,503487995.0,65050128.55297157,0.09149695813501968,0.019629909152447274
140,292,17.790167875,5163788.0,488521386.0,27460189.776314855,0.010570239395824526,0.045785732857881976
141,384,0.062799688152,2629530.0,486741272.0,7750695685.333568,0.005402315668024962,0.08754617829085015
142,493,0.122181,2588295.0,484119330.0,3962312716.3797975,0.005346398789736407,0.03023794525647094
143,449,0.213154,4105033.0,483094532.0,2266410820.3458533,0.008497370034401465,0.02260530911091463
144,360,17.790167875,578038.0,480593962.0,27014582.739006333,0.0012027575161254315,0.06836909633257804
145,418,17.790167875,3689853.0,480346972.0,27000699.22752204,0.007681641011780959,0.02581343319539912
146,274,2.38,37324761.0,476681084.0,200286169.74789917,0.07830132609163908,0.039119475115769804
147,371,0.564647,432768.0,470978131.0,834110747.0685225,0.0009188706895607432,0.0097125348562223
148,194,17.790167875,29127070.0,469969529.0,26417374.602767766,0.06197650741735641,0.024020824298928628
149,459,0.492556,60339780.0,467152311.0,948424769.9753937,0.12916511077690035,0.05316327052894069
150,241,1.0,3222808.0,464727068.0,464727068.0,0.006934840300716032,0.004618802153517006
151,180,0.465346,15905189.0,464458665.0,998093171.5325801,0.03424457373402647,0.06011932578907829
152,349,0.180078,3356848.0,464413872.0,2578959517.5423985,0.007228138956193798,0.04313158162336884
153,49,2.864e-09,10651029.0,452640717.0,1.580449430865922e+17,0.02353086808140594,0.036170890690351176
154,35,0.735289,7909768.0,447883958.0,609126422.3999,0.017660306556458536,0.0037859388972001817
155,378,0.008880296534,12295120.0,446937901.0,50329164041.85473,0.02750968305102413,0.013999999999999999
156,268,17.790167875,38905039.0,436965500.0,24562190.928735122,0.08903457824473557,0.038196858509568554
157,298,0.499727,30824913.0,433758425.0,867990772.9620373,0.07106470150983235,0.021166010488516684
158,0,0.509791,29309302.0,427933388.0,839429075.8369607,0.06849033709891317,0.005131601439446898
159,3,1.523622e-06,69002807.0,421365369.0,276555056962947.5,0.16376003363484767,0.029737742572921257
160,362,0.12635,11283316.0,407687711.0,3226653826.671943,0.02767637016167014,0.05076416058598817
161,404,0.428284,1063375.0,403883855.0,943028119.191938,0.0026328732551094422,0.04507771067833858
162,492,4.64,95015055.0,396760804.0,85508793.96551725,0.2394769191968872,0.03842308333974944
163,134,7.24104e-07,10950097.0,394017729.0,544145218090219.1,0.027790873846694344,0.022368132093076865
164,297,17.790167875,3529301.0,390854092.0,21970230.6772077,0.009029714853285967,0.05095422782589615
165,101,0.152116,1019712.0,382521151.0,2514667431.4339056,0.0026657663173245026,0.08985729426893133
166,405,2.17,9229483.0,380868743.0,175515549.76958525,0.024232713158086592,0.03288363321370274
167,207,1.57,87629552.0,365315958.0,232685323.56687897,0.2398733208364251,0.019857828011475308
168,103,1.95,96902.91,364340007.0,186841029.23076925,0.0002659683486255189,0.01552417469626007
169,153,0.042328407322,44769576.0,363656510.0,8591310966.028036,0.12310951342518246,0.07830708780180758
170,177,1.0,3181078.0,355825684.0,355825684.0,0.008939989840643432,0.0011547005383792516
171,217,0.048936163597,74944693.0,355779812.0,7270284097.664959,0.21064908820627518,0.014422205101855958
172,125,17.790167875,768392.0,354095011.0,19903972.435111154,0.0021700164535783306,0.07459445913292302
173,325,0.384838,12205658.0,344258737.0,894554947.7962155,0.03545489682081765,0.029771350881902078
174,290,0.419373,4321357.0,342894249.0,817635491.5552503,0.012602593985179378,0.060695963621974075
175,340,0.338855,41048178.0,337192089.0,995092558.7640731,0.12173529373638418,0.02203028218914441
176,223,0.609779,2299639.0,333366751.0,546700937.5527855,0.006898225432205745,0.047184036848634876
177,206,17.790167875,11072513.0,332435430.0,18686469.533947553,0.033307259096901916,0.007637626158259733
178,167,1.43,15489371.0,330216558.0,230920669.93006995,0.04690670599261712,0.0393742724800514
179,150,14.05,39284120.0,326307175.0,23224709.96441281,0.12038999755368542,0.01479864858694874
180,191,0.869127,12455971.0,322775766.0,371379287.49193156,0.038590167887635037,0.016289055630494095
181,238,2.98,4675420.0,321983024.0,108047994.63087249,0.01452070342689868,0.05695904961753953
182,364,0.534126,97440846.0,318571623.0,596435341.0992912,0.3058679397819435,0.05460158727851531
183,386,0.003547901833,27285439.0,317144040.0,89389181247.95816,0.08603484713129088,0.04110150037812894
184,285,0.010554840501,6162463.0,316458006.0,29982263206.15814,0.019473240945593266,0.018717193521821923
185,233,3.06,40287449.0,313785580.0,102544307.18954249,0.1283916520319385,0.011930353445448854
186,158,3.97,97440846.0,311600507.0,78488792.69521411,0.3127108069820952,0.004
187,183,0.999103,43235094.0,310668205.0,310947124.57074,0.13916806838987594,0.0005773502691896258
188,441,1.15,8976424.0,308351253.0,268131524.3478261,0.029111034616097375,0.03195309061734091
189,102,0.060612313279,97440846.0,307184638.0,5068023663.542116,0.31720611627720785,0.020663978319771827
190,245,1.29,48697099.0,306843547.0,237863214.72868216,0.1587033505384423,0.05460158727851531
191,120,4.16,11440253.0,302825745.0,72794650.24038461,0.03777833684517147,0.06009991680526688
192,411,0.004899527146,2843059.0,301743735.0,61586297209.587906,0.009422097860623353,0.019
193,428,1.18,14140774.0,300452818.0,254621032.20338985,0.04706487392639466,0.0442756516985728
194,391,0.401895,1726553.0,300351592.0,747338464.0266737,0.005748439648690126,0.07536798613027501
195,129,0.019668130187,15693285.0,297257419.0,15113659314.52282,0.05279358561610871,0.02107921567168317
196,130,0.389141,3821494.0,296998483.0,763215603.084743,0.0128670488865763,0.06551590137770619
197,407,0.468329,12673226.0,296323527.0,632725129.1293087,0.04276820719672387,0.04860384072615386
198,242,2.03,7600165.0,293297599.0,144481575.86206898,0.025912810148848168,0.006658328118479393
199,427,17.790167875,6123881.0,292863833.0,16462117.449243013,0.020910335486867715,0.04014971979976946
200,282,2.2,97440846.0,292516870.0,132962213.63636363,0.33311188513674445,0.08029943959953886
201,414,3.3,3059468.0,289328276.0,87675235.15151516,0.010574382989099898,0.07595612768785229
202,320,0.797778,17641285.0,288940736.0,362181880.1721782,0.06105502894545129,0.0268514431641951
203,368,5.06313e-07,3503.42,277800683.0,548673810469018.2,1.2611272089637015e-05,0.011532562594670797
204,361,1.86,2243276.0,276423433.0,148614748.92473117,0.008115361189367763,0.017578395831246908
205,314,3.3,2580206.0,273550379.0,82894054.24242425,0.00943228815632531,0.017387735140993302
206,345,0.001341144021,15540182.0,273386276.0,203845576402.8642,0.056843314256199165,0.03780211634287166
207,316,1.44,1431339.0,269625697.0,187240067.3611111,0.005308614927752973,0.0742316194982524
208,248,0.99909,11703582.0,269555684.0,269801203.09481627,0.04341804938529881,0.002309401076758503
209,82,0.063408018304,11186869.0,262580070.0,4141117748.5645456,0.04260364847949046,0.037581023580170535
210,155,0.191627,6416.99,261949792.0,1366977471.8593936,2.4497022696624243e-05,0.006429100507328636
211,366,1.34,71885529.0,258788391.0,193125664.92537314,0.27777725547202,0.018556220879622373
212,165,2.8340322e-05,6481180.0,257703958.0,9093190895996.172,0.025149710739017832,0.045044422518220835
213,477,5.35,42667.91,257245207.0,48083216.26168225,0.00016586474242841773,0.022479620400116487
214,209,5.33,16026155.0,256116913.0,48051953.65853658,0.06257359114741477,0.002999999999999999
215,252,0.104299,21346445.0,255853059.0,2453072982.4830537,0.08343244002409993,0.08145141701243337
216,458,0.00026633365,97440846.0,255157055.0,958035362786.4897,0.3818857605171842,0.014843629385474878
217,462,0.558123,7071983.0,254216018.0,455483859.2926648,0.02781879385743506,0.045574115460423364
218,313,3.85,8343005.0,251018197.0,65199531.68831169,0.033236654153802246,0.014571661996262928
219,272,2.04,38070293.0,250469440.0,122779137.25490196,0.15199576044087454,0.042253205006642196
220,34,2.02,5991169.0,249658255.0,123593195.54455446,0.02399748007531335,0.08129165598838124
221,436,0.721272,45061838.0,248213542.0,344133062.1457647,0.18154463949432703,0.058483615939281086
222,374,1.87,40405418.0,247791442.0,132508792.51336898,0.1630622013168639,0.007023769168568493
223,96,1.34,52212880.0,247303702.0,184555001.4925373,0.21112858229675835,0.02177919496522618
224,271,1.71,97440846.0,247146075.0,144529868.42105263,0.39426418566428784,0.0892711226171898
225,479,2.79,14206660.0,246790193.0,88455266.30824372,0.057565739656437645,0.0045825756949558405
226,433,0.543192,8017450.0,246535822.0,453864972.2381773,0.03252042617968921,0.01069267662156357
227,445,2.2321211e-05,3849460.0,235411080.0,10546519183031.781,0.016352076546269616,0.06180884510596629
228,266,0.045156504195,8366250.0,233755062.0,5176553547.869251,0.035790668781324614,0.07784814277382174
229,109,1.14,3179625.0,233390471.0,204728483.33333334,0.01362362819003009,0.004618802153517006
230,240,17.790167875,4624558.0,233265607.0,13112052.04127395,0.019825288689043645,0.013576941236277534
231,4,4.7,29731985.0,230984150.0,49145563.82978723,0.12871872377390398,0.06656575696257037
232,147,3.37,685965.0,228752259.0,67879008.60534124,0.0029987244847273836,0.016522711641858305
233,170,0.488809,2065790.0,228173732.0,466795275.8643969,0.009053583784131645,0.012055427546683416
234,352,2.51,33025947.0,227133027.0,90491245.81673308,0.14540354362467947,0.021501937897160133
235,97,0.061152343679,862651.0,226665111.0,3706564578.9441404,0.0038058393556651073,0.033560889936551645
236,151,1.1,25282592.0,226370344.0,205791221.8181818,0.11168685594257877,0.004
237,163,0.327851,21546674.0,224454559.0,684623682.7095236,0.09599570664100433,0.009291573243177626
238,127,0.002351313514,18982568.0,223840664.0,95198136134.21864,0.08480392999549001,0.007549834435270749
239,90,17.790167875,10252044.0,221396095.0,12444856.988174992,0.046306345195474205,0.048774993593028795
240,392,0.056745127667,7688360.0,219753630.0,3872643150.7845073,0.03498627076148867,0.0252388589282479
241,328,0.503878,32211271.0,216689443.0,430043468.85555625,0.14865177811177446,0.0177857620959388
242,262,0.040119247871,7724520.0,215001420.0,5359059090.322895,0.03592776270966024,0.008082903768654762
243,504,3.8,107293.0,213613208.0,56214002.10526316,0.0005022769940330656,0.026627053911388695
244,92,0.37938,58407751.0,213564555.0,562930452.3169382,0.2734899103458437,0.00871779788708138
245,474,2.43,17537941.0,212099797.0,87283867.0781893,0.08268721256720486,0.04422668877499197
246,412,0.819159,4398496.0,212084558.0,258905240.61873215,0.020739350575443592,0.07787168933572713
247,77,0.201515,15582614.0,210898806.0,1046566290.3505943,0.07388668667948742,0.02098412098071619
248,15,0.997171,3032734.0,208898318.0,209490967.9483258,0.01451775212474425,0.0005773502691896258
249,83,0.037068909834,35862409.0,208463091.0,5623663925.740687,0.17203241508109463,0.018193405398660194
250,300,0.072194784903,28204447.0,208178410.0,2883565762.8138356,0.13548209442083836,0.009073771725877467
251,456,8.73,38526780.0,207895650.0,23813934.70790378,0.18531787461642416,0.04485903847981288
252,143,4.91,2224285.0,205388247.0,41830600.20366599,0.010829660569623539,0.02551470164434615
253,33,0.10323,7991761.0,205235595.0,1988139058.4132519,0.038939449075585546,0.013892443989449837
254,303,0.434115,97440846.0,205164994.0,472605171.4407473,0.4749389459685311,0.10525682875709294
255,108,0.002952176693,13535131.0,203670465.0,68989930542.75156,0.06645603229707361,0.06334298172120834
256,296,0.469383,22022827.0,202627972.0,431690052.6861859,0.10868601596624576,0.023000000000000048
257,472,0.016347118202,4569339.0,202482367.0,12386425821.232952,0.022566602058736306,0.02173323108360405
258,135,17.790167875,4629323.0,200498616.0,11270192.468602547,0.02308905214587616,0.015373136743466943
259,310,0.815228,15377424.0,198958494.0,244052576.7024685,0.0772896079520988,0.018083141320025076
260,237,13.05,1147300.0,198688328.0,15225159.233716475,0.005774370399855597,0.009539392014169456
261,112,2.19,3559341.0,196210425.0,89593801.36986302,0.018140427553734722,0.02715388247255507
262,74,1.21,4382013.0,192933914.0,159449515.70247933,0.022712507662079565,0.06478425734698212
263,261,0.223833,7274677.0,192821569.0,861452819.7361425,0.03772750651147331,0.016802777548171423
264,437,7.530048e-06,5098371.0,191533622.0,25435909837493.73,0.026618673769976533,0.023430749027719962
265,29,0.192938,6272018.0,191059042.0,990261337.8390986,0.03282764288119899,0.016441816606851345
266,333,0.740085,4296268.0,190637766.0,257589014.77532986,0.022536290107386173,0.014422205101855943
267,260,4.05,46857218.0,189430950.0,46773074.074074075,0.24735777337335846,0.02494660965609021
268,234,3.07,97440846.0,189342359.0,61675035.504885994,0.5146278229268285,0.013228756555322954
269,210,17.790167875,3253.9,187618251.0,10546176.53516662,1.7343195465562677e-05,0.018009256878986798
270,98,0.609647,54700.31,184318822.0,302336962.20927846,0.00029677007158823964,0.027682726262659416
271,251,1.86,380193.0,184031159.0,98941483.33333333,0.0020659164571147433,0.007234178138070178
272,358,0.013806375745,58160962.0,182389151.0,13210501754.311049,0.3188838901936662,0.05940538696111659
273,344,4.43,5082786.0,182383890.0,41170178.329571106,0.027868612737671074,0.002516611478423584
274,100,0.116231,4957635.0,180397101.0,1552056688.8351645,0.02748178863472978,0.04978955713801838
275,464,17.790167875,1483133.0,179963381.0,10115889.9828538,0.008241304379583755,0.05723635208501674
276,471,0.73676,4120965.0,179572544.0,243732754.22118467,0.022948747666012907,0.0011547005383792516
277,269,0.81278,6771412.0,179537968.0,220893683.40756416,0.03771576606013498,0.009539392014169399
278,94,0.268256,15009057.0,179389403.0,668724662.2629131,0.08366746724721527,0.016653327995729005
279,442,1.18,2875621.0,177414204.0,150351020.33898306,0.016208516202006012,0.0660101002372616
280,28,4.62,31404911.0,176410722.0,38184138.96103896,0.1780215547216002,0.013576941236277534
281,475,1.34,3113291.0,173731724.0,129650540.29850745,0.017920106520096468,0.05828664798505164
282,400,0.606166,15865086.0,173202752.0,285734851.5093225,0.09159834827566712,0.007
283,131,0.06259333954,232874.0,172881299.0,2761975958.952006,0.0013470167181008977,0.04940985056983404
284,48,8.42,1644847.0,170044358.0,20195291.9239905,0.00967304660587445,0.06819335255971314
285,171,17.790167875,3864455.0,168867621.0,9492188.167448644,0.0228845232562375,0.055075705472860996
286,357,0.218404,18881863.0,168625356.0,772079980.2201425,0.11197522986993723,0.06621429855653031
287,276,9.19,1481745.0,168453270.0,18330062.023939066,0.008796178311053266,0.11079861611650794
288,146,3.26,945449.0,168320273.0,51631985.58282209,0.005616964511458462,0.04446721638840606
289,350,14.92,590959.0,167699043.0,11239882.238605898,0.00352392589384067,0.02627419519858474
290,157,3.984e-09,505356.0,166612893.0,4.182050527108434e+16,0.0030331146101640525,0.025059928172283332
291,16,0.040564968565,9350241.0,166194387.0,4096992870.429456,0.056260871192960325,0.01903505538035898
